Region,County,Gender,Age,Grade,Disability,Residence,SchoolType
Coast,Kisumu,Female,7,One,Physical,Urban,Regular
Central,Kisumu,Male,6,One,Physical,Urban,Integrated
Nyanza,Kajiado,Male,10,One,Hearing,Urban,Regular
Western,Wajir,Female,7,One,Hearing,Urban,Regular
Central,Samburu,Male,8,Three,Visual,Urban,Regular
Nairobi,Marsabit,Female,6,Two,Hearing,Urban,Regular
Western,Kisii,Male,9,One,Physical,Urban,Regular
Rift Valley,Kajiado,Male,6,Two,Visual,Urban,Regular
Rift Valley,Bungoma,Male,9,One,Physical,Urban,Regular
Nairobi,Samburu,Male,9,Three,Visual,Rural,Regular
Nyanza,Nairobi,Male,7,Three,Visual,Urban,Regular
Western,Uasin Gishu,Female,8,One,Hearing,Urban,Regular
Central,Tharaka Nithi,Female,5,Pre-School,Visual,Urban,Regular
Coast,Taita Taveta,Female,9,One,Hearing,Urban,Regular
Eastern,Nandi,Male,7,Two,Hearing,Urban,Regular
Eastern,Nyeri,Male,9,One,Visual,Urban,Regular
Eastern,Migori,Male,9,Three,Visual,Urban,Regular
Nairobi,Baringo,Female,5,Pre-School,Hearing,Rural,Regular
Rift Valley,West Pokot,Female,6,One,Visual,Urban,Regular
Rift Valley,Mombasa,Male,7,Three,Visual,Urban,Regular
Nairobi,Marsabit,Female,7,Two,Hearing,Urban,Regular
Coast,Trans Nzoia,Male,7,Two,Physical,Rural,Regular
Coast,Kirinyaga,Female,5,Pre-School,Physical,Urban,Regular
Rift Valley,Kilifi,Female,10,One,Physical,Urban,Regular
Nyanza,Nandi,Female,6,Two,Physical,Rural,Regular
Western,Kericho,Male,9,One,Physical,Rural,Regular
Western,Uasin Gishu,Male,5,Pre-School,Physical,Urban,Regular
Nyanza,West Pokot,Male,7,Two,Physical,Urban,Integrated
Coast,Busia,Female,10,Two,Physical,Rural,Regular
North Eastern,Uasin Gishu,Male,8,Three,Physical,Urban,Special
Nyanza,Laikipia,Female,7,Three,Physical,Urban,Integrated
North Eastern,Kakamega,Female,8,One,Physical,Urban,Special
Eastern,Bungoma,Male,8,Three,Physical,Urban,Integrated
Nyanza,Trans Nzoia,Female,6,One,Physical,Urban,Integrated
Nyanza,Kisumu,Female,8,Two,Physical,Urban,Regular
Western,Turkana,Male,7,Three,Physical,Urban,Integrated
North Eastern,Mandera,Male,10,One,Physical,Urban,Special
Western,Garissa,Male,5,Pre-School,Physical,Urban,Regular
Rift Valley,Kitui,Male,8,One,Physical,Rural,Integrated
Western,Kirinyaga,Male,6,Two,Physical,Urban,Integrated
Nairobi,Tana River,Female,5,Pre-School,Physical,Urban,Regular
Rift Valley,Kirinyaga,Female,7,One,Physical,Urban,Special
Coast,Nyandarua,Male,9,One,Physical,Urban,Regular
Eastern,Nakuru,Female,5,Pre-School,Physical,Rural,Integrated
Eastern,Turkana,Male,5,Pre-School,Physical,Rural,Regular
Rift Valley,Marsabit,Male,9,One,Physical,Urban,Regular
Eastern,Wajir,Male,9,Two,Physical,Urban,Regular
North Eastern,Isiolo,Female,9,Two,Physical,Urban,Special
Western,Nandi,Male,8,Two,Physical,Urban,Integrated
Eastern,Bomet,Male,6,One,Physical,Urban,Regular
Coast,Kwale,Female,10,Two,Physical,Urban,Integrated
North Eastern,Nakuru,Female,6,Three,Physical,Urban,Integrated
Eastern,Narok,Male,5,Pre-School,Physical,Rural,Regular
Nairobi,Vihiga,Female,10,Two,Hearing,Rural,Regular
Nairobi,Makueni,Male,7,Three,Hearing,Urban,Regular
Eastern,Nyandarua,Male,6,Three,Physical,Urban,Special
Nairobi,Tharaka Nithi,Female,10,Two,Physical,Urban,Special
Western,Kakamega,Female,7,One,Hearing,Urban,Regular
Nairobi,Embu,Male,8,Two,Visual,Urban,Integrated
Rift Valley,Meru,Female,9,One,Physical,Urban,Integrated
Nairobi,Mandera,Male,5,Pre-School,Visual,Urban,Integrated
Eastern,Narok,Male,7,Two,Hearing,Rural,Integrated
Central,Homa Bay,Female,8,Two,Physical,Urban,Integrated
Central,Bomet,Female,8,One,Visual,Urban,Regular
Central,Wajir,Male,8,One,Visual,Rural,Integrated
Nyanza,Garissa,Female,6,Three,Physical,Urban,Integrated
Nyanza,Makueni,Male,8,One,Physical,Rural,Regular
Nyanza,Nandi,Male,10,Three,Visual,Urban,Special
Nairobi,Kakamega,Male,5,Pre-School,Hearing,Rural,Integrated
Eastern,Migori,Male,9,Two,Hearing,Urban,Regular
Eastern,Baringo,Female,7,One,Autism,Rural,Regular
Nairobi,Meru,Female,8,Three,Visual,Urban,Regular
Nairobi,Kakamega,Male,10,Two,Hearing,Urban,Regular
Coast,Narok,Male,7,Three,Hearing,Urban,Special
Western,Kericho,Male,9,Two,Visual,Urban,Special
Eastern,Meru,Female,8,Two,Physical,Urban,Integrated
Nairobi,Wajir,Female,9,One,Hearing,Rural,Integrated
Western,Lamu,Male,7,One,Hearing,Urban,Integrated
Coast,Homa Bay,Male,9,Three,Hearing,Urban,Regular
Central,Isiolo,Male,7,Two,Hearing,Urban,Regular
Nyanza,Kericho,Female,7,Three,Visual,Urban,Regular
Western,Kirinyaga,Male,5,Pre-School,Hearing,Urban,Regular
Nyanza,Machakos,Male,8,Three,Physical,Rural,Regular
Central,West Pokot,Female,9,Three,Physical,Urban,Regular
North Eastern,Kirinyaga,Male,8,Three,Hearing,Urban,Regular
Rift Valley,Vihiga,Male,5,Pre-School,Hearing,Urban,Regular
Eastern,Lamu,Male,5,Pre-School,Visual,Urban,Regular
Nyanza,Taita Taveta,Female,7,Two,Hearing,Urban,Regular
Nyanza,Makueni,Male,6,Three,Hearing,Urban,Regular
North Eastern,Elgeyo Marakwet,Female,7,Two,Visual,Urban,Regular
Coast,Baringo,Male,9,One,Physical,Urban,Regular
Eastern,Garissa,Female,6,Three,Physical,Rural,Regular
Coast,Kericho,Male,5,Pre-School,Visual,Urban,Regular
Western,Tharaka Nithi,Male,5,Pre-School,Physical,Urban,Regular
Western,Kitui,Female,7,One,Visual,Urban,Regular
Nairobi,Taita Taveta,Female,5,Pre-School,Visual,Urban,Regular
Rift Valley,Turkana,Male,6,Two,Hearing,Urban,Regular
Central,Bungoma,Female,6,Three,Visual,Rural,Regular
Nairobi,Kwale,Female,5,Pre-School,Physical,Rural,Regular
North Eastern,Embu,Male,8,One,Physical,Urban,Regular
Coast,Nyeri,Female,8,One,Hearing,Urban,Regular
Rift Valley,Kiambu,Male,10,One,Visual,Urban,Regular
Central,Kisumu,Male,6,One,Autism,Urban,Regular
Central,Uasin Gishu,Female,5,Pre-School,Hearing,Urban,Regular
Central,Narok,Male,5,Pre-School,Hearing,Urban,Regular
Eastern,Kisumu,Male,10,One,Physical,Urban,Regular
Coast,Embu,Male,9,Three,Hearing,Rural,Regular
Coast,Turkana,Male,8,Two,Visual,Urban,Regular
Central,Laikipia,Male,9,Two,Hearing,Urban,Regular
Rift Valley,Lamu,Female,9,Three,Hearing,Rural,Regular
Rift Valley,Machakos,Male,5,Pre-School,Hearing,Urban,Regular
Rift Valley,Siaya,Female,5,Pre-School,Physical,Rural,Regular
Central,West Pokot,Male,8,Three,Visual,Urban,Regular
Rift Valley,Kakamega,Female,8,Three,Hearing,Rural,Regular
Nairobi,Elgeyo Marakwet,Female,5,Pre-School,Visual,Urban,Regular
North Eastern,Nyamira,Male,10,One,Physical,Urban,Regular
Coast,Nandi,Female,5,Pre-School,Hearing,Rural,Regular
Eastern,Bungoma,Male,9,One,Physical,Urban,Regular
Central,Nandi,Male,8,One,Hearing,Rural,Regular
Central,Migori,Female,9,Two,Hearing,Urban,Regular
Eastern,Wajir,Male,5,Pre-School,Autism,Rural,Regular
North Eastern,Mandera,Male,8,Three,Visual,Rural,Regular
North Eastern,Nandi,Female,6,Three,Physical,Rural,Regular
Eastern,Machakos,Female,6,Three,Visual,Urban,Integrated
Rift Valley,Elgeyo Marakwet,Female,6,Three,Physical,Urban,Integrated
Nairobi,Trans Nzoia,Female,6,Three,Visual,Urban,Integrated
Rift Valley,Trans Nzoia,Male,10,Three,Autism,Urban,Regular
Central,Kiambu,Male,9,Two,Hearing,Urban,Special
Nairobi,Kirinyaga,Female,5,Pre-School,Hearing,Rural,Integrated
Eastern,Machakos,Female,10,One,Physical,Urban,Integrated
Eastern,Kilifi,Female,7,One,Physical,Urban,Regular
Nyanza,Vihiga,Male,10,One,Autism,Urban,Regular
Rift Valley,Kwale,Female,8,One,Hearing,Rural,Regular
Eastern,Trans Nzoia,Female,5,Pre-School,Hearing,Urban,Regular
Nairobi,Kericho,Male,6,Two,Physical,Rural,Special
Central,Mombasa,Female,6,Two,Physical,Urban,Regular
Nyanza,Kisii,Female,6,Three,Physical,Urban,Integrated
North Eastern,Lamu,Male,10,One,Physical,Rural,Integrated
Western,Kakamega,Male,9,Two,Physical,Urban,Integrated
Eastern,Kitui,Male,7,One,Physical,Rural,Integrated
Nairobi,Marsabit,Female,6,One,Physical,Urban,Integrated
Coast,Nyeri,Male,7,Two,Physical,Rural,Special
North Eastern,Bungoma,Female,8,Two,Physical,Rural,Regular
Eastern,Kisii,Male,9,One,Physical,Urban,Regular
North Eastern,Homa Bay,Female,6,Three,Physical,Urban,Integrated
Nairobi,Bungoma,Female,9,Three,Physical,Urban,Integrated
Central,Kisii,Female,5,Pre-School,Physical,Rural,Regular
Central,Kilifi,Female,7,Two,Physical,Rural,Regular
Nairobi,Trans Nzoia,Female,5,Pre-School,Physical,Urban,Regular
North Eastern,Wajir,Male,6,One,Physical,Urban,Integrated
Nairobi,Nakuru,Male,8,Two,Physical,Urban,Regular
Eastern,Nandi,Male,8,Three,Physical,Urban,Special
Nairobi,Taita Taveta,Female,10,Two,Physical,Rural,Integrated
Rift Valley,Kirinyaga,Male,10,Three,Physical,Urban,Regular
Central,Bungoma,Female,7,Two,Physical,Rural,Regular
North Eastern,Homa Bay,Male,9,One,Physical,Urban,Regular
Western,Marsabit,Male,9,Two,Physical,Urban,Special
Western,Makueni,Male,7,Two,Physical,Urban,Regular
Nairobi,West Pokot,Female,8,One,Physical,Rural,Integrated
Western,Mandera,Male,9,Two,Physical,Rural,Regular
Nairobi,Murang'a,Male,5,Pre-School,Physical,Urban,Regular
North Eastern,Vihiga,Female,7,Two,Physical,Urban,Regular
Western,Bomet,Male,5,Pre-School,Physical,Urban,Integrated
North Eastern,Vihiga,Male,9,Three,Physical,Urban,Integrated
Eastern,Tharaka Nithi,Male,7,Three,Physical,Urban,Regular
Rift Valley,Lamu,Female,8,One,Physical,Urban,Regular
North Eastern,Kisumu,Female,6,Three,Physical,Urban,Regular
Eastern,Kwale,Male,6,Three,Hearing,Rural,Regular
Coast,Kilifi,Female,7,Three,Hearing,Urban,Regular
Eastern,Bomet,Female,10,Three,Hearing,Urban,Integrated
Central,Isiolo,Male,8,Three,Hearing,Urban,Integrated
Rift Valley,Isiolo,Male,9,Three,Visual,Urban,Regular
Nairobi,Taita Taveta,Female,5,Pre-School,Physical,Urban,Regular
Eastern,Baringo,Male,7,Two,Visual,Urban,Special
Coast,Marsabit,Male,9,Two,Physical,Urban,Integrated
Central,West Pokot,Male,6,One,Hearing,Urban,Special
Central,Kwale,Male,5,Pre-School,Visual,Rural,Regular
Central,Kakamega,Female,9,Two,Physical,Rural,Special
Coast,Meru,Male,10,Three,Visual,Urban,Integrated
Rift Valley,Busia,Male,5,Pre-School,Physical,Rural,Special
Nairobi,Vihiga,Male,9,Two,Hearing,Urban,Integrated
Central,Wajir,Male,6,Three,Visual,Urban,Special
Central,Narok,Male,10,Three,Visual,Urban,Regular
Coast,Wajir,Male,10,Three,Hearing,Urban,Integrated
North Eastern,Migori,Male,7,Two,Visual,Rural,Regular
Central,Elgeyo Marakwet,Female,5,Pre-School,Hearing,Urban,Regular
Central,Nyandarua,Female,7,Three,Hearing,Rural,Integrated
Rift Valley,Busia,Male,5,Pre-School,Visual,Rural,Regular
Coast,Uasin Gishu,Female,10,Three,Physical,Rural,Integrated
Eastern,Nakuru,Female,5,Pre-School,Visual,Urban,Regular
Western,Meru,Female,7,Three,Visual,Urban,Integrated
Nairobi,Nyandarua,Male,9,Two,Autism,Urban,Regular
Rift Valley,Kilifi,Male,6,Three,Physical,Urban,Regular
Rift Valley,Kisumu,Female,8,One,Visual,Rural,Regular
Eastern,Taita Taveta,Male,7,One,Physical,Rural,Special
North Eastern,Tana River,Female,7,One,Visual,Rural,Integrated
Coast,Kericho,Female,9,One,Hearing,Urban,Integrated
Central,Tana River,Male,10,Two,Physical,Urban,Regular
Rift Valley,Makueni,Female,10,Two,Hearing,Urban,Integrated
Coast,Tana River,Female,9,Two,Visual,Urban,Regular
Central,Narok,Female,9,Three,Visual,Urban,Regular
Rift Valley,Nyeri,Female,8,Three,Autism,Rural,Regular
Nyanza,Narok,Male,9,Three,Visual,Urban,Regular
North Eastern,Turkana,Female,6,One,Physical,Rural,Regular
Eastern,Kericho,Female,6,Three,Visual,Urban,Integrated
Western,Garissa,Male,5,Pre-School,Visual,Urban,Integrated
Nyanza,Meru,Female,10,Two,Visual,Urban,Regular
North Eastern,Marsabit,Female,9,Two,Visual,Urban,Integrated
Rift Valley,Bungoma,Female,6,Two,Physical,Urban,Special
Nyanza,Kitui,Female,6,Two,Physical,Urban,Special
Nairobi,Kajiado,Female,5,Pre-School,Physical,Urban,Integrated
Nyanza,Trans Nzoia,Male,6,Two,Visual,Urban,Integrated
Western,Tharaka Nithi,Male,8,One,Hearing,Urban,Regular
Nairobi,Homa Bay,Female,9,One,Hearing,Urban,Regular
Nairobi,Tharaka Nithi,Male,9,Three,Hearing,Urban,Regular
North Eastern,Kisumu,Female,9,One,Visual,Urban,Special
Coast,Baringo,Male,7,Two,Visual,Urban,Regular
Rift Valley,Turkana,Female,9,Three,Physical,Rural,Regular
Nairobi,Murang'a,Female,8,Two,Hearing,Rural,Integrated
Rift Valley,Trans Nzoia,Female,9,One,Visual,Rural,Regular
Nairobi,Lamu,Male,8,Three,Visual,Urban,Integrated
Coast,Meru,Female,7,Three,Physical,Urban,Special
Nyanza,Trans Nzoia,Male,6,Two,Visual,Urban,Regular
Eastern,Migori,Male,8,One,Physical,Urban,Integrated
Rift Valley,Machakos,Female,10,Two,Visual,Urban,Integrated
Eastern,Kisii,Female,6,One,Physical,Urban,Regular
Coast,Embu,Female,8,One,Physical,Urban,Regular
North Eastern,Nairobi,Male,9,One,Visual,Urban,Integrated
Nairobi,Garissa,Male,6,Three,Physical,Urban,Regular
Central,Murang'a,Male,5,Pre-School,Visual,Urban,Regular
Rift Valley,Nairobi,Female,7,Three,Hearing,Rural,Regular
Coast,Kakamega,Female,9,One,Visual,Urban,Regular
North Eastern,Taita Taveta,Male,6,One,Autism,Urban,Special
Nairobi,Nyamira,Male,10,Three,Autism,Urban,Regular
Coast,Narok,Female,9,Three,Hearing,Urban,Regular
Rift Valley,Trans Nzoia,Female,7,One,Physical,Rural,Integrated
Nyanza,Tana River,Female,9,One,Hearing,Urban,Regular
Western,Nairobi,Female,6,One,Visual,Urban,Special
Rift Valley,Bungoma,Male,8,One,Visual,Rural,Special
Eastern,Marsabit,Male,7,Three,Physical,Rural,Regular
Nyanza,Uasin Gishu,Male,8,One,Physical,Urban,Special
North Eastern,Busia,Female,6,One,Physical,Rural,Special
Nairobi,Baringo,Male,6,Three,Physical,Urban,Special
Central,Laikipia,Female,9,Three,Visual,Urban,Integrated
Western,Makueni,Male,8,Two,Physical,Urban,Special
Coast,Migori,Male,8,Two,Physical,Urban,Integrated
Western,Laikipia,Male,9,Three,Hearing,Urban,Regular
Nairobi,Kakamega,Female,9,One,Visual,Urban,Integrated
Eastern,Kitui,Female,10,Two,Visual,Rural,Special
Nyanza,Mandera,Male,5,Pre-School,Autism,Urban,Regular
Nyanza,Garissa,Female,8,Two,Visual,Rural,Integrated
Central,Elgeyo Marakwet,Male,10,One,Physical,Rural,Integrated
Western,Bungoma,Female,5,Pre-School,Hearing,Rural,Regular
Nyanza,Kericho,Male,6,One,Autism,Rural,Integrated
Eastern,Vihiga,Female,7,One,Visual,Urban,Special
Eastern,Machakos,Female,7,Three,Hearing,Urban,Regular
Nairobi,Laikipia,Male,9,Two,Physical,Urban,Integrated
North Eastern,Kisii,Female,9,Three,Physical,Urban,Integrated
Western,Nyeri,Female,8,Three,Physical,Urban,Special
Coast,Wajir,Female,7,One,Visual,Urban,Regular
Western,Kisumu,Female,5,Pre-School,Physical,Urban,Integrated
Central,Nairobi,Male,5,Pre-School,Visual,Urban,Integrated
Nyanza,Vihiga,Male,6,One,Autism,Urban,Integrated
Rift Valley,Kirinyaga,Male,10,Two,Physical,Urban,Integrated
Coast,Garissa,Male,6,Two,Autism,Rural,Regular
Nyanza,Turkana,Female,9,Two,Visual,Rural,Regular
Coast,Marsabit,Female,6,Three,Hearing,Urban,Integrated
Rift Valley,Laikipia,Male,8,Three,Physical,Urban,Regular
Western,Samburu,Female,6,Two,Physical,Urban,Special
Nairobi,Siaya,Male,6,One,Autism,Rural,Special
Coast,Wajir,Male,6,One,Visual,Urban,Regular
Rift Valley,Nyamira,Male,5,Pre-School,Visual,Urban,Special
Central,Trans Nzoia,Female,6,Three,Autism,Rural,Integrated
Rift Valley,Elgeyo Marakwet,Male,6,One,Visual,Rural,Integrated
North Eastern,Isiolo,Female,5,Pre-School,Visual,Rural,Regular
North Eastern,Meru,Female,5,Pre-School,Physical,Rural,Regular
Central,Kisumu,Female,7,One,Physical,Urban,Special
Central,Kirinyaga,Male,8,One,Visual,Urban,Special
Nairobi,Kisumu,Female,10,One,Hearing,Urban,Regular
Nyanza,Kirinyaga,Male,5,Pre-School,Physical,Urban,Regular
Eastern,Migori,Male,10,One,Physical,Urban,Regular
Nairobi,Busia,Female,5,Pre-School,Visual,Urban,Integrated
Nairobi,Machakos,Female,8,Two,Visual,Urban,Special
Nairobi,Laikipia,Female,8,Three,Physical,Rural,Integrated
Nairobi,Murang'a,Female,10,Three,Physical,Urban,Regular
Central,Kakamega,Male,7,Three,Physical,Rural,Regular
Coast,Garissa,Male,6,One,Physical,Urban,Integrated
Nairobi,Tana River,Female,10,Two,Hearing,Urban,Special
Central,Mombasa,Female,6,One,Physical,Urban,Regular
Nyanza,Kajiado,Female,5,Pre-School,Physical,Rural,Integrated
North Eastern,Samburu,Male,8,One,Visual,Urban,Integrated
Western,Narok,Male,6,Two,Visual,Urban,Integrated
Nyanza,Garissa,Male,8,Three,Hearing,Urban,Integrated
Rift Valley,Nyamira,Female,6,Two,Visual,Rural,Integrated
Western,Migori,Female,8,Two,Hearing,Urban,Regular
Nyanza,Kitui,Female,6,One,Physical,Urban,Integrated
Rift Valley,Laikipia,Female,7,One,Visual,Urban,Regular
North Eastern,Nakuru,Female,7,Three,Visual,Urban,Special
Coast,Nyandarua,Female,8,Two,Hearing,Rural,Special
Nyanza,Kisii,Male,7,Three,Visual,Rural,Regular
North Eastern,Baringo,Male,10,Three,Visual,Rural,Regular
North Eastern,Kisumu,Male,6,Two,Physical,Urban,Integrated
Central,Kakamega,Female,5,Pre-School,Hearing,Urban,Integrated
Eastern,Marsabit,Female,10,One,Hearing,Urban,Special
North Eastern,Uasin Gishu,Female,7,Three,Hearing,Urban,Regular
Central,Garissa,Female,10,Two,Physical,Rural,Integrated
Western,Homa Bay,Male,8,One,Physical,Rural,Integrated
Nairobi,Trans Nzoia,Male,8,Three,Hearing,Rural,Special
Rift Valley,Mandera,Male,8,Two,Physical,Urban,Regular
Nyanza,Laikipia,Male,8,Two,Autism,Urban,Regular
North Eastern,Elgeyo Marakwet,Female,5,Pre-School,Hearing,Rural,Integrated
Nyanza,Kakamega,Male,7,One,Hearing,Urban,Integrated
Rift Valley,Bomet,Female,7,Three,Visual,Urban,Integrated
Coast,Busia,Male,7,Two,Physical,Rural,Integrated
Eastern,Marsabit,Male,5,Pre-School,Visual,Urban,Regular
Rift Valley,Kitui,Female,5,Pre-School,Hearing,Rural,Integrated
Rift Valley,Meru,Female,7,Two,Hearing,Urban,Integrated
Rift Valley,Turkana,Female,8,Two,Hearing,Urban,Integrated
Eastern,Isiolo,Male,6,Three,Visual,Urban,Integrated
Eastern,Nyamira,Female,6,Two,Hearing,Urban,Regular
Central,Nairobi,Male,10,One,Physical,Rural,Special
North Eastern,Taita Taveta,Female,6,Two,Physical,Urban,Integrated
Coast,Kericho,Female,6,One,Physical,Urban,Integrated
Rift Valley,Meru,Female,10,One,Hearing,Rural,Special
Eastern,Murang'a,Female,7,Two,Physical,Urban,Integrated
Central,Kajiado,Female,10,One,Hearing,Urban,Integrated
Nairobi,Murang'a,Male,6,Three,Visual,Urban,Integrated
Coast,Busia,Female,7,One,Hearing,Urban,Integrated
Eastern,Turkana,Male,8,Two,Hearing,Rural,Regular
Nairobi,Kisii,Female,10,Three,Visual,Urban,Regular
Rift Valley,Nandi,Male,9,Two,Physical,Rural,Special
Coast,Meru,Female,6,Three,Physical,Urban,Integrated
Rift Valley,Kilifi,Male,6,Three,Hearing,Urban,Regular
Coast,Kilifi,Male,7,One,Hearing,Urban,Regular
Nairobi,Meru,Male,10,One,Physical,Urban,Regular
Coast,Kiambu,Female,5,Pre-School,Visual,Urban,Integrated
Nairobi,Tharaka Nithi,Male,6,Three,Autism,Urban,Special
Nyanza,Homa Bay,Female,6,Two,Physical,Urban,Regular
Rift Valley,Garissa,Female,6,Two,Visual,Urban,Integrated
Nyanza,Nyandarua,Male,8,One,Physical,Rural,Regular
North Eastern,Meru,Male,8,One,Visual,Urban,Regular
Nairobi,Murang'a,Female,8,Three,Hearing,Rural,Integrated
Western,Kwale,Male,7,One,Physical,Urban,Integrated
Nairobi,Wajir,Female,8,Three,Visual,Urban,Regular
North Eastern,Samburu,Male,8,Two,Hearing,Rural,Special
Western,West Pokot,Male,10,One,Hearing,Urban,Regular
Nairobi,Marsabit,Male,9,One,Visual,Rural,Regular
North Eastern,Samburu,Male,8,One,Autism,Urban,Special
Western,Busia,Male,5,Pre-School,Physical,Urban,Integrated
North Eastern,Kakamega,Female,7,Two,Physical,Rural,Integrated
Central,Kitui,Female,7,One,Physical,Rural,Integrated
Western,Kitui,Female,6,Three,Hearing,Rural,Integrated
Rift Valley,Kilifi,Female,6,Two,Hearing,Urban,Regular
Rift Valley,Laikipia,Female,7,Two,Hearing,Urban,Regular
Coast,Kirinyaga,Male,7,Three,Hearing,Urban,Integrated
Nyanza,West Pokot,Female,5,Pre-School,Physical,Urban,Regular
Central,Nyandarua,Female,8,Three,Hearing,Urban,Integrated
North Eastern,Nakuru,Female,8,Three,Visual,Urban,Integrated
Coast,Nairobi,Female,8,One,Visual,Urban,Integrated
Rift Valley,Marsabit,Female,5,Pre-School,Autism,Urban,Integrated
Western,Turkana,Male,5,Pre-School,Hearing,Urban,Integrated
Coast,Baringo,Female,5,Pre-School,Hearing,Urban,Regular
Western,Murang'a,Male,5,Pre-School,Hearing,Urban,Regular
Rift Valley,Migori,Female,10,Two,Visual,Rural,Integrated
Eastern,Elgeyo Marakwet,Female,6,Two,Physical,Urban,Regular
Nairobi,Nyamira,Male,10,Two,Visual,Urban,Integrated
Rift Valley,Nyeri,Male,10,Two,Visual,Urban,Regular
Rift Valley,Samburu,Female,8,Two,Physical,Urban,Integrated
Western,Elgeyo Marakwet,Male,9,Two,Physical,Urban,Regular
Rift Valley,Kericho,Male,5,Pre-School,Visual,Urban,Integrated
Nyanza,Makueni,Female,8,Two,Visual,Urban,Special
Rift Valley,Kiambu,Female,6,One,Physical,Urban,Special
Rift Valley,Tharaka Nithi,Female,10,Three,Hearing,Urban,Integrated
Central,West Pokot,Female,8,Three,Physical,Urban,Integrated
Nyanza,Baringo,Female,9,One,Physical,Urban,Regular
